TOTAL POI INVENTORY & CRITICAL WEIGHT ANALYSIS 2026
==========================================================================================

CITY: BIALYSTOK
Total recognized POI types: 79
------------------------------------------------------------------------------------------
POI Type                       | Tier                 | Cnt   | Weight (Final) 
music_school                   | T3_LOCAL_CORE        |    45 |        79246.44
driving_school                 | T3_LOCAL_CORE        |    84 |        78072.40
theatre                        | T3_LOCAL_CORE        |    86 |        78028.16
language_school                | T3_LOCAL_CORE        |   175 |        76692.91
clinic                         | T3_LOCAL_CORE        |   317 |        75577.95
library                        | T3_LOCAL_CORE        |   392 |        75180.01
dentist                        | T3_LOCAL_CORE        |   803 |        73840.10
doctors                        | T3_LOCAL_CORE        |   870 |        73690.87
park                           | T4_DAILY_SERVICE     |   827 |        20606.72
place_of_worship               | T4_DAILY_SERVICE     |   824 |        12242.66
garden                         | T4_DAILY_SERVICE     | 24128 |         8365.11
bicycle_rental                 | T4_DAILY_SERVICE     |   427 |         8063.95
hardware                       | T4_DAILY_SERVICE     |   123 |         7735.54
bureau_de_change               | T4_DAILY_SERVICE     |   163 |         7682.63
electronics                    | T4_DAILY_SERVICE     |   194 |         7649.93
pet                            | T4_DAILY_SERVICE     |   247 |         7604.60
furniture                      | T4_DAILY_SERVICE     |   252 |         7600.83
shoes                          | T4_DAILY_SERVICE     |   252 |         7600.83
charging_station               | T4_DAILY_SERVICE     |   307 |         7563.80
butcher                        | T4_DAILY_SERVICE     |   372 |         7527.81
post_office                    | T4_DAILY_SERVICE     |   410 |         7509.59
optician                       | T4_DAILY_SERVICE     |   425 |         7502.87
florist                        | T4_DAILY_SERVICE     |   546 |         7456.00
fuel                           | T4_DAILY_SERVICE     |   557 |         7452.27
bank                           | T4_DAILY_SERVICE     |   579 |         7445.03
bakery                         | T4_DAILY_SERVICE     |   998 |         7343.56
pharmacy                       | T4_DAILY_SERVICE     |  1065 |         7331.49
clothes                        | T4_DAILY_SERVICE     |  1710 |         7243.91
convenience                    | T4_DAILY_SERVICE     |  3078 |         7136.52
car_wash                       | T5_SPEC_GASTRO       |   529 |          898.82
office                         | T5_SPEC_GASTRO       |     4 |          838.02
food_court                     | T5_SPEC_GASTRO       |    20 |          807.72
nightclub                      | T5_SPEC_GASTRO       |    59 |          787.37
arts_centre                    | T5_SPEC_GASTRO       |   149 |          769.95
pub                            | T5_SPEC_GASTRO       |   166 |          767.92
community_centre               | T5_SPEC_GASTRO       |   258 |          759.64
bar                            | T5_SPEC_GASTRO       |   351 |          753.87
chemist                        | T5_SPEC_GASTRO       |   391 |          751.85
car_repair                     | T5_SPEC_GASTRO       |   887 |          736.55
cafe                           | T5_SPEC_GASTRO       |  1042 |          733.55
company                        | T5_SPEC_GASTRO       |  1369 |          728.50
hairdresser                    | T5_SPEC_GASTRO       |  1574 |          725.92
beauty                         | T5_SPEC_GASTRO       |  1633 |          725.24
fast_food                      | T5_SPEC_GASTRO       |  1848 |          722.96
restaurant                     | T5_SPEC_GASTRO       |  2739 |          715.77
playground                     | T6_MICRO_INFRA       |  4654 |           10.86
newsagent                      | T6_MICRO_INFRA       |   133 |            7.72
kiosk                          | T6_MICRO_INFRA       |   277 |            7.58
fountain                       | T6_MICRO_INFRA       |   428 |            7.50
picnic_table                   | T6_MICRO_INFRA       |   626 |            7.43
toilets                        | T6_MICRO_INFRA       |   850 |            7.37
atm                            | T6_MICRO_INFRA       |  1488 |            7.27
vending_machine                | T6_MICRO_INFRA       |  3076 |            7.14
parcel_locker                  | T6_MICRO_INFRA       |  3976 |            7.09

==========================================================================================

CITY: WROCLAW
Total recognized POI types: 80
------------------------------------------------------------------------------------------
POI Type                       | Tier                 | Cnt   | Weight (Final) 
------------------------------------------------------------------------------------------
aerodrome                      | T0_MEGA_HUB          |    11 |    121777771.88
apron                          | T0_MEGA_HUB          |    12 |    119906651.76
hangar                         | T0_MEGA_HUB          |    40 |     59818461.42
ferry_terminal                 | T0_MEGA_HUB          |     3 |     38777378.88
station                        | T0_MEGA_HUB          |   175 |     35172882.55
terminal                       | T0_MEGA_HUB          |   275 |     34775106.16
hospital                       | T1_REGIONAL_MAGNET   |    33 |     25179931.78
stadium                        | T1_REGIONAL_MAGNET   |    42 |     23304844.62
college                        | T1_REGIONAL_MAGNET   |    67 |      7204309.36
university                     | T1_REGIONAL_MAGNET   |   189 |      7021008.87
prison                         | T2_STRATEGIC_HUB     |    12 |      2094672.19
mall                           | T2_STRATEGIC_HUB     |    67 |      1772225.07
school                         | T2_STRATEGIC_HUB     |   719 |      1690504.80
supermarket                    | T2_STRATEGIC_HUB     |   532 |      1242532.45
department_store               | T2_STRATEGIC_HUB     |    12 |      1229229.61
courthouse                     | T2_STRATEGIC_HUB     |    26 |      1197933.83
police                         | T2_STRATEGIC_HUB     |    66 |      1038026.63
fire_station                   | T2_STRATEGIC_HUB     |   233 |       968597.98
social_facility                | T2_STRATEGIC_HUB     |   114 |       858933.11
townhall                       | T2_STRATEGIC_HUB     |    72 |       719156.31
government                     | T2_STRATEGIC_HUB     |   273 |       695630.33
water_park                     | T3_LOCAL_CORE        |    12 |       218453.04
sports_hall                    | T3_LOCAL_CORE        |    31 |       131970.61
kindergarten                   | T3_LOCAL_CORE        |   564 |       110108.19
swimming_pool                  | T3_LOCAL_CORE        |   156 |        84289.65
nursing_home                   | T3_LOCAL_CORE        |     5 |        76647.70
music_school                   | T3_LOCAL_CORE        |    15 |        74697.32
cinema                         | T3_LOCAL_CORE        |    17 |        74475.18
theatre                        | T3_LOCAL_CORE        |    34 |        73245.41
driving_school                 | T3_LOCAL_CORE        |    37 |        73095.45
language_school                | T3_LOCAL_CORE        |    47 |        72671.31
clinic                         | T3_LOCAL_CORE        |   114 |        71102.54
library                        | T3_LOCAL_CORE        |   129 |        70884.09
dentist                        | T3_LOCAL_CORE        |   225 |        69903.02
doctors                        | T3_LOCAL_CORE        |   403 |        68880.62
park                           | T4_DAILY_SERVICE     |   746 |        19372.20
place_of_worship               | T4_DAILY_SERVICE     |   778 |        10880.84
garden                         | T4_DAILY_SERVICE     |  1719 |        10300.70
bureau_de_change               | T4_DAILY_SERVICE     |    60 |         7223.86
hardware                       | T4_DAILY_SERVICE     |    73 |         7189.12
electronics                    | T4_DAILY_SERVICE     |    87 |         7158.06
pet                            | T4_DAILY_SERVICE     |   101 |         7131.66
furniture                      | T4_DAILY_SERVICE     |   106 |         7123.12
butcher                        | T4_DAILY_SERVICE     |   111 |         7114.97
